||0722001. (Benzin)|2.6141|
||0830009. (İnternet Ücreti)|77.4654|
|04-Nisan|0441001. (Su Faturası)|1.8649|
||0451001. (Elektrik Ücreti)|0.16|
||0452101. (Doğal Gaz)|0.0|
||0722001. (Benzin)|2.7416|
||0830009. (İnternet Ücreti)|77.4654|
|05-Mayıs|0441001. (Su Faturası)|1.8649|
||0451001. (Elektrik Ücreti)|0.16|
||0452101. (Doğal Gaz)|0.0|
||0722001. (Benzin)|2.8162|
||0830009. (İnternet Ücreti)|77.4654|
|06-Haziran|0441001. (Su Faturası)|1.8649|
||0451001. (Elektrik Ücreti)|0.16|
||0452101. (Doğal Gaz)|0.0|
||0722001. (Benzin)|2.9791|
||0830009. (İnternet Ücreti)|78.2324|
|07-Temmuz|0441001. (Su Faturası)|1.8649|
||0451001. (Elektrik Ücreti)|0.16|
||0452101. (Doğal Gaz)|0.0|
||0722001. (Benzin)|3.0808|
||0830009. (İnternet Ücreti)|78.2324|
|08-Ağustos|0441001. (Su Faturası)|1.8649|
||0451001. (Elektrik Ücreti)|0.16|
||0452101. (Doğal Gaz)|0.0|
||0722001. (Benzin)|2.9834|
||0830009. (İnternet Ücreti)|78.2324|
|09-Eylül|0441001. (Su Faturası)|1.8649|
||0451001. (Elektrik Ücreti)|0.16|
||0452101. (Doğal Gaz)|0.0|
||0722001. (Benzin)|2.7641|
||0830009. (İnternet Ücreti)|70.7688|
|10-Ekim|0441001. (Su Faturası)|1.8649|
||0451001. (Elektrik Ücreti)|0.16|
||0452101. (Doğal Gaz)|0.0|
||0722001. (Benzin)|2.7158|
||0830009. (İnternet Ücreti)|70.7688|
|11-Kasım|0441001. (Su Faturası)|1.8649|
||0451001. (Elektrik Ücreti)|0.16|
||0452101. (Doğal Gaz)|0.0|
||0722001. (Benzin)|2.7108|
||0830009. (İnternet Ücreti)|70.7688|
|12-Aralık|0441001. (Su Faturası)|1.8649|
||0451001. (Elektrik Ücreti)|0.16|
||0452101. (Doğal Gaz)|0.0|
||0722001. (Benzin)|2.74|
||0830009. (İnternet Ücreti)|70.7688|
2007|01-Ocak|0441001. (Su Faturası)|1.8649|
||0451001. (Elektrik Ücreti)|0.16|
||0452101. (Doğal Gaz)|0.0|
||0722001. (Benzin)|2.6558|
||0830009. (İnternet Ücreti)|78.1663|
|02-Şubat|0441001. (Su Faturası)|1.8649|
||0451001. (Elektrik Ücreti)|0.16|
||0452101. (Doğal Gaz)|0.0|
||0722001. (Benzin)|2.6956|
||0830009. (İnternet Ücreti)|78.1663|
|03-Mart|0441001. (Su Faturası)|1.8649|
||0451001. (Elektrik Ücreti)|0.16|
||0452101. (Doğal Gaz)|0.0|
||0722001. (Benzin)|2.8263|
||0830009. (İnternet Ücreti)|78.1663|
|04-Nisan|0441001. (Su Faturası)|1.8649|
||0451001. (Elektrik Ücreti)|0.16|
||0452101. (Doğal Gaz)|0.0|
||0722001. (Benzin)|2.8954|
||0830009. (İnternet Ücreti)|69.529|
|05-Mayıs|0441001. (Su Faturası)|1.9176|
||0451001. (Elektrik Ücreti)|0.16|
||0452101. (Doğal Gaz)|0.0|
||0722001. (Benzin)|2.9817|
||0830009. (İnternet Ücreti)|69.529|
|06-Haziran|0441001. (Su Faturası)|1.9176|
||0451001. (Elektrik Ücreti)|0.16|
||0452101. (Doğal Gaz)|0.0|
||0722001. (Benzin)|2.9517|
||0830009. (İnternet Ücreti)|69.529|
|07-Temmuz|0441001. (Su Faturası)|1.9176|
||0451001. (Elektrik Ücreti)|0.16|
||0452101. (Doğal Gaz)|0.0|
||0722001. (Benzin)|2.8939|
||0830009. (İnternet Ücreti)|69.529|
|08-Ağustos|0441001. (Su Faturası)|1.9176|
||0451001. (Elektrik Ücreti)|0.16|
||0452101. (Doğal Gaz)|0.0|
||0722001. (Benzin)|2.8606|
||0830009. (İnternet Ücreti)|60.8918|
|09-Eylül|0441001. (Su Faturası)|1.9176|
||0451001. (Elektrik Ücreti)|0.16|
||0452101. (Doğal Gaz)|0.0|
||0722001. (Benzin)|2.8539|
||0830009. (İnternet Ücreti)|60.8918|
|10-Ekim|0441001. (Su Faturası)|1.9176|
||0451001. (Elektrik Ücreti)|0.16|
||0452101. (Doğal Gaz)|0.0|
||0722001. (Benzin)|2.8267|
||0830009. (İnternet Ücreti)|60.8918|
|11-Kasım|0441001. (Su Faturası)|1.9176|
||0451001. (Elektrik Ücreti)|0.16|
||0452101. (Doğal Gaz)|0.0|
||0722001. (Benzin)|3.0808|
||0830009. (İnternet Ücreti)|60.8918|
|12-Aralık|0441001. (Su Faturası)|1.9176|
||0451001. (Elektrik Ücreti)|0.16|
||0452101. (Doğal Gaz)|0.0|
||0722001. (Benzin)|3.0408|
||0830009. (İnternet Ücreti)|60.8918|
2008|01-Ocak|0441001. (Su Faturası)|1.852|
||0451001. (Elektrik Ücreti)|0.19|
||0452101. (Doğal Gaz)|0.0|
||0722001. (Benzin)|3.0767|
||0830009. (İnternet Ücreti)|60.6188|
|02-Şubat|0441001. (Su Faturası)|1.852|
||0451001. (Elektrik Ücreti)|0.19|
||0452101. (Doğal Gaz)|0.0|
||0722001. (Benzin)|3.1016|
||0830009. (İnternet Ücreti)|60.6188|
|03-Mart|0441001. (Su Faturası)|1.852|
||0451001. (Elektrik Ücreti)|0.19|
||0452101. (Doğal Gaz)|0.0|
||0722001. (Benzin)|3.1941|
||0830009. (İnternet Ücreti)|60.6188|
|04-Nisan|0441001. (Su Faturası)|1.852|
||0451001. (Elektrik Ücreti)|0.19|
||0452101. (Doğal Gaz)|0.0|
||0722001. (Benzin)|3.3379|
||0830009. (İnternet Ücreti)|60.6188|
|05-Mayıs|0441001. (Su Faturası)|1.852|
||0451001. (Elektrik Ücreti)|0.19|
||0452101. (Doğal Gaz)|0.0|
||0722001. (Benzin)|3.4141|
||0830009. (İnternet Ücreti)|60.6188|
|06-Haziran|0441001. (Su Faturası)|1.852|
||0451001. (Elektrik Ücreti)|0.19|
||0452101. (Doğal Gaz)|0.0|
||0722001. (Benzin)|3.5092|
||0830009. (İnternet Ücreti)|60.6188|
|07-Temmuz|0441001. (Su Faturası)|1.852|
||0451001. (Elektrik Ücreti)|0.2287|
||0452101. (Doğal Gaz)|0.0|
||0722001. (Benzin)|3.4841|
||0830009. (İnternet Ücreti)|60.6188|
|08-Ağustos|0441001. (Su Faturası)|2.0809|
||0451001. (Elektrik Ücreti)|0.2261|
||0452101. (Doğal Gaz)|0.0|
||0722001. (Benzin)|3.2891|
||0830009. (İnternet Ücreti)|60.6188|
|09-Eylül|0441001. (Su Faturası)|0.6992|
||0451001. (Elektrik Ücreti)|0.2261|
||0452101. (Doğal Gaz)|0.0|
||0722001. (Benzin)|3.2517|
||0830009. (İnternet Ücreti)|60.6188|
|10-Ekim|0441001. (Su Faturası)|0.6992|
||0451001. (Elektrik Ücreti)|0.2469|
||0452101. (Doğal Gaz)|0.0|
||0722001. (Benzin)|3.1282|
||0830009. (İnternet Ücreti)|60.6188|
|11-Kasım|0441001. (Su Faturası)|0.6992|
||0451001. (Elektrik Ücreti)|0.2469|
||0452101. (Doğal Gaz)|0.0|
||0722001. (Benzin)|2.9611|
||0830009. (İnternet Ücreti)|60.6188|
|12-Aralık|0441001. (Su Faturası)|0.6992|
||0451001. (Elektrik Ücreti)|0.2469|
||0452101. (Doğal Gaz)|0.0|
||0722001. (Benzin)|2.7642|
||0830009. (İnternet Ücreti)|60.6188|
2009|01-Ocak|0441001. (Su Faturası)|2.0809|
||0451001. (Elektrik Ücreti)|0.2493|
||0452101. (Doğal Gaz)|0.9886|
||0722001. (Benzin)|2.8115|
||0830009. (İnternet Ücreti)|33.2507|
|02-Şubat|0441001. (Su Faturası)|2.0809|
||0451001. (Elektrik Ücreti)|0.2493|
||0452101. (Doğal Gaz)|0.8255|
||0722001. (Benzin)|2.8666|
||0830009. (İnternet Ücreti)|33.2507|
|03-Mart|0441001. (Su Faturası)|2.0809|
||0451001. (Elektrik Ücreti)|0.2493|
||0452101. (Doğal Gaz)|0.8257|
||0722001. (Benzin)|2.9417|
||0830009. (İnternet Ücreti)|30.7425|
|04-Nisan|0441001. (Su Faturası)|2.0809|
||0451001. (Elektrik Ücreti)|0.2453|
||0452101. (Doğal Gaz)|0.8258|
||0722001. (Benzin)|2.9817|
||0830009. (İnternet Ücreti)|30.7425|
|05-Mayıs|0441001. (Su Faturası)|2.0809|
||0451001. (Elektrik Ücreti)|0.2453|
||0452101. (Doğal Gaz)|0.6266|
||0722001. (Benzin)|3.0765|
||0830009. (İnternet Ücreti)|30.7425|
|06-Haziran|0441001. (Su Faturası)|2.4283|
||0451001. (Elektrik Ücreti)|0.2453|
||0452101. (Doğal Gaz)|0.6266|
||0722001. (Benzin)|3.1669|
||0830009. (İnternet Ücreti)|30.7425|
|07-Temmuz|0441001. (Su Faturası)|2.4283|
||0451001. (Elektrik Ücreti)|0.2453|
||0452101. (Doğal Gaz)|0.6265|
||0722001. (Benzin)|3.1466|
||0830009. (İnternet Ücreti)|30.7425|
|08-Ağustos|0441001. (Su Faturası)|2.4283|
||0451001. (Elektrik Ücreti)|0.2453|
||0452101. (Doğal Gaz)|0.6265|
||0722001. (Benzin)|3.2993|
||0830009. (İnternet Ücreti)|30.7425|
|09-Eylül|0441001. (Su Faturası)|2.4283|
||0451001. (Elektrik Ücreti)|0.2453|
||0452101. (Doğal Gaz)|0.6264|
||0722001. (Benzin)|3.2387|
||0830009. (İnternet Ücreti)|30.7425|
|10-Ekim|0441001. (Su Faturası)|2.4283|
||0451001. (Elektrik Ücreti)|0.2693|
||0452101. (Doğal Gaz)|0.6264|
||0722001. (Benzin)|3.2835|
||0830009. (İnternet Ücreti)|30.7425|
|11-Kasım|0441001. (Su Faturası)|2.4283|
||0451001. (Elektrik Ücreti)|0.2693|
||0452101. (Doğal Gaz)|0.6264|
||0722001. (Benzin)|3.3408|
||0830009. (İnternet Ücreti)|30.7425|
|12-Aralık|0441001. (Su Faturası)|2.4283|
||0451001. (Elektrik Ücreti)|0.2693|
||0452101. (Doğal Gaz)|0.6264|
||0722001. (Benzin)|3.3697|
||0830009. (İnternet Ücreti)|30.7425|
2010|01-Ocak|0441001. (Su Faturası)|2.4698|
||0451001. (Elektrik Ücreti)|0.2724|
||0452101. (Doğal Gaz)|0.6002|
||0722001. (Benzin)|3.6467|
||0830009. (İnternet Ücreti)|58.1783|
|02-Şubat|0441001. (Su Faturası)|2.4698|
||0451001. (Elektrik Ücreti)|0.2724|
||0452101. (Doğal Gaz)|0.6002|
||0722001. (Benzin)|3.6451|
||0830009. (İnternet Ücreti)|58.1783|
|03-Mart|0441001. (Su Faturası)|2.4698|
||0451001. (Elektrik Ücreti)|0.2724|
||0452101. (Doğal Gaz)|0.6002|
||0722001. (Benzin)|3.7387|
||0830009. (İnternet Ücreti)|58.1783|
|04-Nisan|0441001. (Su Faturası)|2.4698|
||0451001. (Elektrik Ücreti)|0.2724|
||0452101. (Doğal Gaz)|0.6003|
||0722001. (Benzin)|3.7583|
||0830009. (İnternet Ücreti)|58.1783|
|05-Mayıs|0441001. (Su Faturası)|2.7739|
||0451001. (Elektrik Ücreti)|0.2724|
||0452101. (Doğal Gaz)|0.6003|
||0722001. (Benzin)|3.7007|
||0830009. (İnternet Ücreti)|58.1783|
|06-Haziran|0441001. (Su Faturası)|2.9346|
||0451001. (Elektrik Ücreti)|0.2724|
||0452101. (Doğal Gaz)|0.6003|
||0722001. (Benzin)|3.6619|
||0830009. (İnternet Ücreti)|58.1783|
|07-Temmuz|0441001. (Su Faturası)|2.9346|
||0451001. (Elektrik Ücreti)|0.2724|
||0452101. (Doğal Gaz)|0.6003|
||0722001. (Benzin)|3.6617|
||0830009. (İnternet Ücreti)|58.1783|
|08-Ağustos|0441001. (Su Faturası)|2.9346|
||0451001. (Elektrik Ücreti)|0.2724|
||0452101. (Doğal Gaz)|0.6003|
||0722001. (Benzin)|3.6342|
||0830009. (İnternet Ücreti)|58.1783|
|09-Eylül|0441001. (Su Faturası)|2.9346|
||0451001. (Elektrik Ücreti)|0.2724|
||0452101. (Doğal Gaz)|0.6003|
||0722001. (Benzin)|3.6529|
||0830009. (İnternet Ücreti)|58.1783|
|10-Ekim|0441001. (Su Faturası)|2.9346|
||0451001. (Elektrik Ücreti)|0.2724|
||0452101. (Doğal Gaz)|0.6003|
||0722001. (Benzin)|3.6806|
||0830009. (İnternet Ücreti)|58.1783|
|11-Kasım|0441001. (Su Faturası)|2.9346|
||0451001. (Elektrik Ücreti)|0.2724|
||0452101. (Doğal Gaz)|0.6031|
||0722001. (Benzin)|3.6925|
||0830009. (İnternet Ücreti)|58.1783|
|12-Aralık|0441001. (Su Faturası)|3.1825|
||0451001. (Elektrik Ücreti)|0.2724|
||0452101. (Doğal Gaz)|0.6031|
||0722001. (Benzin)|3.829|
||0830009. (İnternet Ücreti)|58.1783|
2011|01-Ocak|0441001. (Su Faturası)|3.4605|
||0451001. (Elektrik Ücreti)|0.2718|
||0452101. (Doğal Gaz)|0.6264|
||0722001. (Benzin)|3.9281|
||0830009. (İnternet Ücreti)|36.2553|
|02-Şubat|0441001. (Su Faturası)|3.4605|
||0451001. (Elektrik Ücreti)|0.2718|
||0452101. (Doğal Gaz)|0.6265|
||0722001. (Benzin)|3.9618|
||0830009. (İnternet Ücreti)|36.2553|
|03-Mart|0441001. (Su Faturası)|3.4605|
||0451001. (Elektrik Ücreti)|0.2718|
||0452101. (Doğal Gaz)|0.6266|
||0722001. (Benzin)|4.0689|
||0830009. (İnternet Ücreti)|36.2553|
|04-Nisan|0441001. (Su Faturası)|3.4605|
||0451001. (Elektrik Ücreti)|0.27|
||0452101. (Doğal Gaz)|0.6266|
||0722001. (Benzin)|4.1567|
||0830009. (İnternet Ücreti)|36.2553|
|05-Mayıs|0441001. (Su Faturası)|3.4605|
||0451001. (Elektrik Ücreti)|0.27|
||0452101. (Doğal Gaz)|0.6265|
||0722001. (Benzin)|4.2038|
||0830009. (İnternet Ücreti)|36.2553|
|06-Haziran|0441001. (Su Faturası)|3.4605|
||0451001. (Elektrik Ücreti)|0.27|
||0452101. (Doğal Gaz)|0.6265|
||0722001. (Benzin)|4.1716|
||0830009. (İnternet Ücreti)|36.2553|
|07-Temmuz|0441001. (Su Faturası)|3.4605|
||0451001. (Elektrik Ücreti)|0.2699|
||0452101. (Doğal Gaz)|0.6266|
||0722001. (Benzin)|4.2527|
||0830009. (İnternet Ücreti)|36.2553|
|08-Ağustos|0441001. (Su Faturası)|3.4605|
||0451001. (Elektrik Ücreti)|0.2699|
||0452101. (Doğal Gaz)|0.6266|
||0722001. (Benzin)|4.32|
||0830009. (İnternet Ücreti)|36.2553|
|09-Eylül|0441001. (Su Faturası)|3.4605|
||0451001. (Elektrik Ücreti)|0.2699|
||0452101. (Doğal Gaz)|0.6267|
||0722001. (Benzin)|4.3613|
||0830009. (İnternet Ücreti)|36.2553|
|10-Ekim|0441001. (Su Faturası)|3.4605|
||0451001. (Elektrik Ücreti)|0.2958|
||0452101. (Doğal Gaz)|0.7164|
||0722001. (Benzin)|4.311|
||0830009. (İnternet Ücreti)|36.2553|
|11-Kasım|0441001. (Su Faturası)|3.4605|
||0451001. (Elektrik Ücreti)|0.2958|
||0452101. (Doğal Gaz)|0.7165|
||0722001. (Benzin)|4.2325|
||0830009. (İnternet Ücreti)|36.2553|
|12-Aralık|0441001. (Su Faturası)|3.4605|
||0451001. (Elektrik Ücreti)|0.2958|
||0452101. (Doğal Gaz)|0.7164|
||0722001. (Benzin)|4.2391|
||0830009. (İnternet Ücreti)|36.2553|
2012|01-Ocak|0441001. (Su Faturası)|3.9622|
||0451001. (Elektrik Ücreti)|0.2976|
||0452101. (Doğal Gaz)|0.7165|
||0722001. (Benzin)|4.3561|
||0830009. (İnternet Ücreti)|50.9075|
|02-Şubat|0441001. (Su Faturası)|3.9622|
||0451001. (Elektrik Ücreti)|0.2976|
||0452101. (Doğal Gaz)|0.7166|
||0722001. (Benzin)|4.3889|
||0830009. (İnternet Ücreti)|50.9075|
|03-Mart|0441001. (Su Faturası)|3.9622|
||0451001. (Elektrik Ücreti)|0.2976|
||0452101. (Doğal Gaz)|0.7164|
||0722001. (Benzin)|4.5605|
||0830009. (İnternet Ücreti)|50.9075|
|04-Nisan|0441001. (Su Faturası)|3.9622|
||0451001. (Elektrik Ücreti)|0.3252|
||0452101. (Doğal Gaz)|0.8537|
||0722001. (Benzin)|4.6759|
||0830009. (İnternet Ücreti)|51.2278|
|05-Mayıs|0441001. (Su Faturası)|3.9622|
||0451001. (Elektrik Ücreti)|0.3252|
||0452101. (Doğal Gaz)|0.8538|
||0722001. (Benzin)|4.3486|
||0830009. (İnternet Ücreti)|51.2278|
|06-Haziran|0441001. (Su Faturası)|4.7732|
||0451001. (Elektrik Ücreti)|0.3252|
||0452101. (Doğal Gaz)|0.8537|
||0722001. (Benzin)|4.232|
||0830009. (İnternet Ücreti)|51.2278|
|07-Temmuz|0441001. (Su Faturası)|3.1159|
||0451001. (Elektrik Ücreti)|0.3252|
||0452101. (Doğal Gaz)|0.8538|
||0722001. (Benzin)|4.3038|
||0830009. (İnternet Ücreti)|51.2278|
|08-Ağustos|0441001. (Su Faturası)|3.1159|
||0451001. (Elektrik Ücreti)|0.3252|
||0452101. (Doğal Gaz)|0.8538|
||0722001. (Benzin)|4.4802|
||0830009. (İnternet Ücreti)|51.2278|
|09-Eylül|0441001. (Su Faturası)|3.1159|
||0451001. (Elektrik Ücreti)|0.3252|
||0452101. (Doğal Gaz)|0.8538|
||0722001. (Benzin)|4.5938|
||0830009. (İnternet Ücreti)|51.2278|
|10-Ekim|0441001. (Su Faturası)|3.1159|
||0451001. (Elektrik Ücreti)|0.357|
||0452101. (Doğal Gaz)|0.9484|
||0722001. (Benzin)|4.799|
||0830009. (İnternet Ücreti)|51.2278|
|11-Kasım|0441001. (Su Faturası)|3.1159|
||0451001. (Elektrik Ücreti)|0.357|
||0452101. (Doğal Gaz)|0.9484|
||0722001. (Benzin)|4.6|
||0830009. (İnternet Ücreti)|51.2278|
|12-Aralık|0441001. (Su Faturası)|3.1159|
||0451001. (Elektrik Ücreti)|0.357|
||0452101. (Doğal Gaz)|0.9483|
||0722001. (Benzin)|4.6161|
||0830009. (İnternet Ücreti)|54.444|
2013|01-Ocak|0441001. (Su Faturası)|3.2951|
||0451001. (Elektrik Ücreti)|0.357|
||0452101. (Doğal Gaz)|0.9523|
||0722001. (Benzin)|4.69|
||0830009. (İnternet Ücreti)|58.5834|
|02-Şubat|0441001. (Su Faturası)|3.2951|
||0451001. (Elektrik Ücreti)|0.357|
||0452101. (Doğal Gaz)|0.9523|
||0722001. (Benzin)|4.8523|
||0830009. (İnternet Ücreti)|58.5834|
|03-Mart|0441001. (Su Faturası)|3.2951|
||0451001. (Elektrik Ücreti)|0.357|
||0452101. (Doğal Gaz)|0.9483|
||0722001. (Benzin)|4.7688|
||0830009. (İnternet Ücreti)|58.5834|
|04-Nisan|0441001. (Su Faturası)|3.2951|
||0451001. (Elektrik Ücreti)|0.3587|
||0452101. (Doğal Gaz)|0.9484|
||0722001. (Benzin)|4.6395|
||0830009. (İnternet Ücreti)|58.5834|
|05-Mayıs|0441001. (Su Faturası)|3.2951|
||0451001. (Elektrik Ücreti)|0.3587|
||0452101. (Doğal Gaz)|0.9484|
||0722001. (Benzin)|4.6358|
||0830009. (İnternet Ücreti)|58.5834|
|06-Haziran|0441001. (Su Faturası)|3.4149|
||0451001. (Elektrik Ücreti)|0.3587|
||0452101. (Doğal Gaz)|0.9484|
||0722001. (Benzin)|4.7315|
||0830009. (İnternet Ücreti)|58.5834|
|07-Temmuz|0441001. (Su Faturası)|3.4149|
||0451001. (Elektrik Ücreti)|0.3585|
||0452101. (Doğal Gaz)|0.9484|
||0722001. (Benzin)|4.855|
||0830009. (İnternet Ücreti)|58.5834|
|08-Ağustos|0441001. (Su Faturası)|3.4149|
||0451001. (Elektrik Ücreti)|0.3585|
||0452101. (Doğal Gaz)|0.9486|
||0722001. (Benzin)|4.8741|
||0830009. (İnternet Ücreti)|58.5834|
|09-Eylül|0441001. (Su Faturası)|3.4149|
||0451001. (Elektrik Ücreti)|0.3585|
||0452101. (Doğal Gaz)|0.9486|
||0722001. (Benzin)|4.8913|
||0830009. (İnternet Ücreti)|58.5834|
|10-Ekim|0441001. (Su Faturası)|3.4149|
||0451001. (Elektrik Ücreti)|0.3585|
||0452101. (Doğal Gaz)|0.9487|
||0722001. (Benzin)|4.809|
||0830009. (İnternet Ücreti)|58.5834|
|11-Kasım|0441001. (Su Faturası)|3.4149|
||0451001. (Elektrik Ücreti)|0.3585|
||0452101. (Doğal Gaz)|0.9487|
||0722001. (Benzin)|4.8043|
||0830009. (İnternet Ücreti)|58.5834|
|12-Aralık|0441001. (Su Faturası)|3.4149|
||0451001. (Elektrik Ücreti)|0.3585|
||0452101. (Doğal Gaz)|0.9487|
||0722001. (Benzin)|4.8787|
||0830009. (İnternet Ücreti)|58.5834|
2014|01-Ocak|0441001. (Su Faturası)|3.4663|
||0451001. (Elektrik Ücreti)|0.3577|
||0452101. (Doğal Gaz)|0.9487|
||0722001. (Benzin)|4.9904|
||0830009. (İnternet Ücreti)|68.7486|
|02-Şubat|0441001. (Su Faturası)|3.4663|
||0451001. (Elektrik Ücreti)|0.3577|
||0452101. (Doğal Gaz)|0.9489|
||0722001. (Benzin)|5.0933|
||0830009. (İnternet Ücreti)|68.7486|
|03-Mart|0441001. (Su Faturası)|3.4663|
||0451001. (Elektrik Ücreti)|0.3577|
||0452101. (Doğal Gaz)|0.949|
||0722001. (Benzin)|5.0893|
||0830009. (İnternet Ücreti)|68.7486|
|04-Nisan|0441001. (Su Faturası)|3.4663|
||0451001. (Elektrik Ücreti)|0.3588|
||0452101. (Doğal Gaz)|0.949|
||0722001. (Benzin)|5.0375|
||0830009. (İnternet Ücreti)|68.7486|
|05-Mayıs|0441001. (Su Faturası)|3.6096|
||0451001. (Elektrik Ücreti)|0.3588|
||0452101. (Doğal Gaz)|0.9489|
||0722001. (Benzin)|4.9876|
||0830009. (İnternet Ücreti)|68.7486|
|06-Haziran|0441001. (Su Faturası)|3.6096|
||0451001. (Elektrik Ücreti)|0.3588|
||0452101. (Doğal Gaz)|0.9488|
||0722001. (Benzin)|5.0691|
||0830009. (İnternet Ücreti)|68.7486|
|07-Temmuz|0441001. (Su Faturası)|3.9444|
||0451001. (Elektrik Ücreti)|0.3589|
||0452101. (Doğal Gaz)|0.9488|
||0722001. (Benzin)|5.0861|
||0830009. (İnternet Ücreti)|68.7486|
|08-Ağustos|0441001. (Su Faturası)|3.9444|
||0451001. (Elektrik Ücreti)|0.3589|
||0452101. (Doğal Gaz)|0.9489|
||0722001. (Benzin)|4.9914|
||0830009. (İnternet Ücreti)|68.7486|
|09-Eylül|0441001. (Su Faturası)|3.9444|
||0451001. (Elektrik Ücreti)|0.3589|
||0452101. (Doğal Gaz)|0.9489|
||0722001. (Benzin)|4.9479|
||0830009. (İnternet Ücreti)|68.7486|
|10-Ekim|0441001. (Su Faturası)|3.9444|
||0451001. (Elektrik Ücreti)|0.3913|
||0452101. (Doğal Gaz)|1.1087|
||0722001. (Benzin)|4.8236|
||0830009. (İnternet Ücreti)|68.7486|
|11-Kasım|0441001. (Su Faturası)|3.9444|
||0451001. (Elektrik Ücreti)|0.3913|
||0452101. (Doğal Gaz)|1.1094|
||0722001. (Benzin)|4.6722|
||0830009. (İnternet Ücreti)|68.7486|
|12-Aralık|0441001. (Su Faturası)|3.9444|
||0451001. (Elektrik Ücreti)|0.3913|
||0452101. (Doğal Gaz)|1.1097|
||0722001. (Benzin)|4.3482|
||0830009. (İnternet Ücreti)|68.7486|
2015|01-Ocak|0441001. (Su Faturası)|3.9644|
||0451001. (Elektrik Ücreti)|0.3907|
||0452101. (Doğal Gaz)|1.1094|
||0722001. (Benzin)|4.1575|
||0830009. (İnternet Ücreti)|75.0485|
|02-Şubat|0441001. (Su Faturası)|3.9644|
||0451001. (Elektrik Ücreti)|0.3907|
||0452101. (Doğal Gaz)|1.1087|
||0722001. (Benzin)|4.3537|
||0830009. (İnternet Ücreti)|75.0485|
|03-Mart|0441001. (Su Faturası)|3.9644|
||0451001. (Elektrik Ücreti)|0.3907|
||0452101. (Doğal Gaz)|1.109|
||0722001. (Benzin)|4.4353|
||0830009. (İnternet Ücreti)|75.0485|
